Diseases,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population,Deaths per 100 000 population
 Other STDs,0.1,0.1,0.3,0.3,0.3,0.4,1.1,0.2,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.4,0.5,1.3,0.3,0,0,0,0,0,0,0
 HIV/AIDS,121.9,37.8,88.3,357.1,180.8,91.6,47.8,128.2,37.5,55.7,330.8,213.7,112.8,74.4,115.7,206.6,24.8,181.2,575,330.7,163,100.5,219.3,24.6,95.4,567.8,343.1,198.7,144.6,193.8
 Diarrhoeal diseases,67.5,39.6,18.2,26.4,41.9,96.9,324.6,66.7,38.2,17.3,29.7,51.6,104.8,313.9,68.4,127.5,63.4,27.4,41.3,69.2,161.6,518.1,125,57.5,28.1,51.4,81.4,160.1,470.6,130
 Childhood-cluster diseases,13,5.8,0.5,0.2,0.3,0.1,0.2,13.7,5.1,0.5,0.2,0.4,0.1,0.2,12.4,78.8,52.2,5.1,0.7,1,0.2,0.6,78.6,45.8,5.5,1,1.5,0.3,0.6,79.1
 Whooping cough,4.2,0.6,0.1,0.1,0.1,0,0,3.9,0.6,0.1,0.1,0.2,0,0,4.4,5.2,1.4,0.1,0.1,0.3,0,0,4.8,1.4,0.1,0.2,0.4,0,0,5.5
 Diphtheria,0.2,0.4,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0.2,0.5,1.1,0,0,0.1,0,0,0.5,1,0.1,0.1,0.1,0,0,0.5
 Measles,5.4,4.8,0.4,0.1,0,0,0,5.6,4,0.4,0.1,0,0,0,5.2,63.6,49.4,4.9,0.5,0.4,0,0,62.9,43.2,5.2,0.6,0.6,0,0,64.3
 Tetanus,3.3,0.1,0,0,0.1,0.1,0.2,3.9,0.1,0,0.1,0.1,0.1,0.2,2.6,9.5,0.3,0.1,0.1,0.3,0.2,0.6,10.3,0.2,0.1,0.2,0.4,0.3,0.6,8.7
 Meningitis,27.6,23.7,13.2,11.8,25.3,38.9,77.3,25.3,23.9,20.6,18.5,30,45.1,73.5,29.9,45,27.9,15.7,13.1,30.8,47.2,93,41.4,29,25.6,22.9,37.2,54.5,89,48.6
 Encephalitis,2.1,1.7,1.2,1.1,1.5,2.1,10.5,1.9,1.7,1.9,1.9,2,2.5,10.8,2.3,3.1,2,1.4,1.2,1.8,2.5,12.2,2.8,2.1,2.3,2.3,2.3,2.8,12.6,3.5
 Acute hepatitis B,2.1,0.3,0.4,1.8,6.7,10.3,17.9,1.7,0.4,1.5,3.7,9.2,10.8,14.7,2.5,2,0.3,0.5,1.7,5.8,9.2,16.3,1.6,0.5,1.6,3.8,8.9,10.3,13.4,2.4
 Acute hepatitis C,0.3,0,0,0.3,1,1.4,3.4,0.2,0.1,0.1,0.5,1.1,1.5,2.2,0.3,0.3,0,0.1,0.3,0.9,1.3,3.2,0.2,0.1,0.1,0.5,1.1,1.4,2.1,0.3
 Parasitic and vector diseases,69.4,21.9,12.2,16.7,26.3,39.8,111.6,68.6,19.9,15.7,21.2,30.3,41.3,100.6,70.3,137.9,34.9,17.4,22.5,36.4,47.8,108.1,134.6,32.5,26.2,32.3,44.1,58.2,132.1,141.2
 Malaria,62.1,12.6,8.5,11.1,14.9,24,81.4,61.9,10,9.3,13.2,19.4,25.8,73.2,62.2,121.5,10.1,7.6,10.6,16.4,26.4,75.2,119.9,8.5,9.4,14.9,21.7,29.8,80,123.2
 Trypanosomiasis,2,2.9,2.1,1.8,1.5,0.6,0.2,1.8,2.6,3,2.4,1.5,0.6,0.2,2.1,7.9,12.1,7.2,6.5,6.7,2.8,1.2,7,11,12.1,10.2,6,2.7,0.8,8.8
 Chagas disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Schistosomiasis,2,0,0.2,2.7,8,12.3,25.8,2,0,0.6,3.4,6.7,11.4,20.8,2,2.4,0,0.4,3.6,9.5,13.2,24.2,2.3,0,0.3,3.6,11.3,19.5,40.7,2.5
 Leishmaniasis,1.5,1.8,0.5,0.3,0.5,0.6,1.2,0.9,3.9,1.6,1.1,1.3,1.4,2.8,2.1,2.2,2.9,0.6,0.4,0.8,0.8,1.7,1.3,6,2.3,1.5,2,2.1,4.2,3.2
 Lymphatic filariasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Onchocerciasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Dengue,0.2,0.2,0.1,0.1,0.2,0.4,0.8,0.2,0.3,0.2,0.2,0.3,0.4,1,0.3,0.3,0.3,0.1,0.2,0.3,0.5,1,0.2,0.4,0.2,0.2,0.3,0.5,1.1,0.3
 Trachoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Rabies,1.7,4.3,0.7,0.6,1.2,1.8,2.2,1.8,3.1,1,0.9,1.3,1.7,2.5,1.6,3.6,9.6,1.5,1.2,2.7,4,4.8,3.9,6.5,2,1.8,2.8,3.5,5.2,3.3
 Intestinal nematode infections,0.1,0.2,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0.2,0.1,0.1,0.2,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0.1
 Ascariasis,0.1,0.2,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0.2,0.1,0.1,0.2,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0.1
 Trichuriasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Hookworm disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Other infectious diseases,21.7,24.8,12.8,10.3,17,28.8,80.2,18.9,28.4,18.1,17.9,26.8,35.9,88.7,24.4,23.5,26.2,12.7,10.4,20.7,35,93.4,20,30.2,19.7,20.4,33,42.5,102.4,27.1
 Respiratory infections,116.7,30.1,22,29.9,86.3,247,"1,326.7",107.3,29.4,26,50.5,124.7,308.8,"1,457",126.2,163.6,40.6,28.6,40.2,116.2,326.5,"1,592.3",147.9,39.4,37.3,72.4,166.3,374,"1,692.5",179.3
 Lower respiratory infections,116.4,30,21.9,29.8,86.1,246.5,"1,324.1",107,29.2,26,50.4,124.5,308.1,"1,454",125.9,163.2,40.4,28.5,40.1,115.9,325.7,"1,589.1",147.6,39.3,37.2,72.3,165.8,373.2,"1,689",178.9
 Upper respiratory infections,0.2,0.1,0,0.1,0.2,0.4,2.3,0.2,0.1,0,0.1,0.2,0.6,2.7,0.2,0.2,0.1,0,0.1,0.2,0.6,2.9,0.2,0.1,0.1,0.1,0.3,0.7,3.2,0.3
 Otitis media,0.1,0.1,0,0,0.1,0.1,0.3,0.1,0.1,0,0,0.1,0.1,0.3,0.1,0.1,0.1,0,0,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1
 Maternal conditions,19.2,0,71.1,95.4,0,0,0,38.4,0,0,0,0,0,0,0,33,0,118.3,175,0,0,0,65.8,0,0,0,0,0,0,0
 Neonatal conditions,101.9,0,0,0,0,0,0,88.1,0,0,0,0,0,0,115.7,132.9,0,0,0,0,0,0,115.2,0,0,0,0,0,0,150.6
 Preterm birth complications,41.6,0,0,0,0,0,0,37.3,0,0,0,0,0,0,46,56.6,0,0,0,0,0,0,50.6,0,0,0,0,0,0,62.7
 Birth asphyxia and birth trauma,37.7,0,0,0,0,0,0,31.3,0,0,0,0,0,0,44,49.6,0,0,0,0,0,0,41.4,0,0,0,0,0,0,57.7
 Neonatal sepsis and infections,19.5,0,0,0,0,0,0,17,0,0,0,0,0,0,22,22.4,0,0,0,0,0,0,19.8,0,0,0,0,0,0,25.1
 Other neonatal conditions,3.1,0,0,0,0,0,0,2.5,0,0,0,0,0,0,3.7,4.2,0,0,0,0,0,0,3.5,0,0,0,0,0,0,5
 Nutritional deficiencies,37.7,23.8,16.4,20.4,38.3,86.4,380,39,21.1,14.4,20.2,37.7,85.7,333,36.3,51.9,34.2,21,26.6,56.3,125.3,499.9,51.6,32,21.7,31.3,57.1,120.4,455.8,52.2
 Protein-energy malnutrition,31.9,19.8,10.6,15.4,31.4,71.3,325.3,32.8,17.8,9.7,15.4,30.8,70.7,287.2,30.9,45.7,30,14.9,21.9,48.8,108.2,444.3,45.2,28.4,16.1,25.8,49.4,103.7,407.1,46.1
 Iodine deficiency,0.3,0.1,0.5,0.3,0.2,0.2,0.4,0.3,0.1,0.5,0.3,0.2,0.2,0.4,0.2,0.1,0,0.2,0.1,0.1,0.1,0.2,0.1,0,0.2,0.1,0.1,0.1,0.2,0.1
 Vitamin A deficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Iron-deficiency anaemia,5.5,3.9,5.2,4.7,6.7,14.7,53.2,5.9,3.2,4.2,4.5,6.6,14.5,44.5,5.1,6.1,4.1,5.9,4.5,7.4,16.8,54.8,6.2,3.6,5.3,5.4,7.6,16.4,47.8,5.9
 Other nutritional deficiencies,0.1,0,0,0.1,0.1,0.2,1.1,0.1,0,0,0.1,0.1,0.2,0.9,0.1,0,0,0,0,0.1,0.2,0.6,0,0,0,0,0.1,0.2,0.6,0.1
 Noncommunicable diseases,308.8,69.7,71.5,189.2,698.5,"1,651.7","5,523.1",304.3,60.3,90.2,234.2,853.4,"2,042.5","6,116",313.3,317.6,74.7,73.5,205.3,776.2,"1,784.9","5,548.5",306.4,68.1,99.6,269.1,948.2,"2,187.3","6,208.8",328.8
 Malignant neoplasms,47.2,3.4,11.2,64.9,209.3,366.4,565.3,52.1,4.8,9.4,35.4,137.3,313.5,929.8,42.2,48.9,3.3,11.2,69.8,238.7,403.6,598.2,54.5,4.3,10,40.7,153.2,337.2,928.6,43.4
 Mouth and oropharynx cancers,1.8,0.1,0.4,1.4,5,11.2,14.4,1.3,0.1,0.4,2.4,11.1,18.5,28.3,2.2,1.8,0.1,0.4,1.5,5.3,12,15.4,1.4,0.1,0.5,2.6,11.4,19.6,29.5,2.2
 Oesophagus cancer,2.4,0,0.1,1.1,6.9,17.7,38.7,2,0,0.1,1.8,12.8,28.5,59.5,2.8,2.8,0,0.1,1.7,9.7,21.9,42.3,2.4,0,0.1,2.3,15.7,33.1,64.3,3.2
 Stomach cancer,2,0,0.1,1.6,6.4,15.8,28.6,1.8,0,0.2,2.3,9.6,19,39.3,2.2,2.4,0,0.2,2.1,8.4,19.4,33.5,2.2,0,0.2,3.1,13.1,25.1,48,2.7
 Colon and rectum cancers,2.5,0,0.3,2.7,10,18.4,30.8,2.4,0,0.4,2.6,10.8,22.6,42.3,2.5,2.3,0,0.3,2.6,9.9,17.7,29,2.2,0,0.5,2.8,10.7,22,37.4,2.4
 Liver cancer,4.1,0.1,0.8,4,12.2,18.8,30.9,2.9,0.3,2.1,8.7,21.7,33.7,54.7,5.3,4.7,0.1,0.8,4.4,14.3,22.1,39.2,3.3,0.3,2.4,10.6,25.6,38.6,64.2,6.1
 Pancreas cancer,0.9,0,0.1,0.7,3.8,7.4,13,0.9,0,0,0.6,4.8,10.5,16.4,0.9,0.8,0,0,0.6,3.6,7.5,12,0.8,0,0,0.6,4.5,10.5,16,0.9
" Trachea, bronchus, lung cancers",1.8,0,0.1,0.7,5.1,11.3,20,1.2,0,0.1,1.4,12.3,25.2,42.6,2.3,1.9,0,0.1,0.9,6.1,12,17.8,1.2,0,0.1,2.1,15.2,28.7,38.9,2.6
 Melanoma and other skin cancers,0.7,0,0.1,0.5,2.3,5.7,12.6,0.7,0,0.1,0.6,3,5.9,16.4,0.7,0.7,0,0.1,0.6,2.5,5.8,12.1,0.7,0,0.1,0.7,3.1,5.8,15.2,0.7
 Breast cancer,5.2,0,2.6,19.8,44.1,57.3,75.7,10.4,0,0,0,0,0,0,0,4.8,0,2.4,18.9,43.1,53.8,69,9.6,0,0,0,0,0,0,0
 Cervix uteri cancer,6.1,0,1.1,15.8,58.5,92.3,126.3,12.2,0,0,0,0,0,0,0,7.3,0,1.2,19.2,76,114.1,151.9,14.5,0,0,0,0,0,0,0
 Corpus uteri cancer,0.4,0,0,0.3,2.3,6.9,15.2,0.7,0,0,0,0,0,0,0,0.4,0,0,0.3,2.6,7.7,17.6,0.8,0,0,0,0,0,0,0
 Ovary cancer,1.1,0,0.5,2.7,9.4,14.7,21.8,2.1,0,0,0,0,0,0,0,1,0,0.5,2.6,9.3,14.3,21.1,2,0,0,0,0,0,0,0
 Prostate cancer,4.3,0,0,0,0,0,0,0,0,0.2,0.6,1.3,44.8,434.2,8.5,3.9,0,0,0,0,0,0,0,0,0.3,0.6,1.1,41.5,414.2,7.7
 Bladder cancer,0.8,0,0,0.4,2.4,5.1,9.7,0.6,0,0.1,0.6,3.1,8.9,25.6,1,0.9,0,0,0.5,3.1,6.3,10.7,0.7,0,0.1,0.8,3.6,10.1,26.9,1
" Lymphomas, multiple myeloma",2.3,0.5,0.9,2,5.8,11.8,22.6,2,0.9,1.2,2.5,7.4,17.7,32,2.5,2.2,0.4,0.8,1.9,5.7,11.7,21.8,1.9,0.9,1.2,2.6,7.4,17.6,31.6,2.5
 Leukaemia,1.6,0.4,0.7,1.6,4.4,7.5,13.3,1.4,0.8,1.3,1.9,5,8.9,15.7,1.8,1.5,0.4,0.6,1.5,4.5,7.3,11.9,1.3,0.7,1.2,1.9,4.9,8.9,14.9,1.7
 Other malignant neoplasms,9.4,2.4,3.4,9.5,30.8,64.4,91.3,9.4,2.7,3.2,9.3,34.4,69.4,122.7,9.5,9.7,2.4,3.6,10.5,34.6,70.2,92.7,9.7,2.5,3.3,10,37,75.7,127.5,9.7
 Other neoplasms,1.8,0.5,0.4,2.1,4.7,9.9,19.5,1.7,0.4,0.8,1.7,7,13.2,31.4,2,1.8,0.5,0.4,2.1,4.7,9.8,19.7,1.6,0.4,0.8,1.6,6.9,13.1,30.1,1.9
 Diabetes mellitus,20.5,2.3,2.8,9.1,56.8,168.5,489.7,22.1,1.1,2.8,10.8,64.9,176.6,433.1,18.8,19,2.4,2.9,9.8,58.3,167.6,443.7,20.4,1.2,3,11.3,63.9,166.1,393.1,17.5
" Endocrine, blood, immune disorders",12.9,18.2,9.3,6.9,13,28.9,105.5,14.5,8.9,6.6,7.9,19.9,39.4,116.9,11.3,10.6,17.3,8.3,5.9,10.6,23.1,81,12.7,7.8,5.4,5.5,12,23.3,71.7,8.5
 Mental and behavioral disorders,2.1,0.5,1.1,1.8,3.5,4.8,12.3,1.4,0.8,2.5,4.5,7.8,9.6,20.9,2.8,1.7,0.5,0.9,1.9,3.8,4.7,11.2,1.3,0.6,1.8,3.8,6.4,7.9,14.3,2.1
 Unipolar depressive disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Bipolar disorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Schizophrenia,0.3,0,0.1,0.4,0.7,1,2.2,0.2,0,0.1,0.8,1.2,1.5,2.9,0.3,0.3,0,0.1,0.4,0.8,1,2.2,0.2,0,0.1,0.9,1.3,1.6,2.7,0.4
 Alcohol use disorders,0.2,0,0,0.2,0.7,1,1.7,0.2,0,0.1,0.5,1.7,2.2,2.7,0.3,0.3,0,0,0.3,1,1.2,1.8,0.2,0,0.1,0.7,2,2.3,2.4,0.4
 Drug use disorders,1.2,0.4,0.8,0.9,1.6,1.7,3.8,0.7,0.6,2,2.6,3.7,3.8,9.1,1.7,0.8,0.4,0.6,1,1.6,1.5,3.3,0.7,0.4,1.2,1.6,2,2.1,3.4,1
 Anxiety disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Eating disorders,0.1,0.1,0.1,0.2,0.2,0.3,1.4,0.1,0.1,0.1,0.2,0.2,0.3,1.5,0.1,0.1,0.1,0.1,0.1,0.2,0.3,1.1,0.1,0.1,0.2,0.2,0.2,0.3,1.2,0.1
 Pervasive developmental disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Childhood behavioural disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Idiopathic intellectual disability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Other mental and behavioural disorders,0.2,0,0,0.1,0.4,0.7,3.3,0.2,0.1,0.1,0.4,1,1.8,4.8,0.3,0.2,0,0,0.1,0.3,0.7,2.8,0.1,0.1,0.2,0.4,1,1.7,4.5,0.3
 Neurological conditions,15.5,11.5,9.1,8.8,16.9,30.1,134.5,13.7,11.2,15.4,16.1,27.1,47.5,160,17.4,14.6,11.7,8.5,7.9,16.7,28.6,122.3,12.9,11,15.1,15,25.7,44.5,141.8,16.5
 Alzheimer's disease and other dementias,1.4,0.7,0.2,0.3,0.9,4.6,52.8,1.6,0.7,0.2,0.5,1.3,5.1,45,1.3,1.2,0.7,0.3,0.3,0.8,4.2,43.7,1.3,0.8,0.3,0.5,1,3.8,30.5,1
 Parkinson's disease,1.1,0,0.1,0.2,1.2,5.3,31.7,1,0,0.1,0.3,1.6,8.1,48,1.2,1.1,0,0.1,0.2,1.4,5.7,33.3,0.9,0,0.1,0.3,1.7,8.6,49.9,1.2
 Epilepsy,9.6,9,7.7,6.4,9.4,11,27.4,8.6,7.8,11.6,11.8,14.8,17.5,30.9,10.6,9.7,9.4,7.4,6,10.2,11.3,27.2,8.7,7.9,11.8,11.4,15,17.3,30.5,10.7
 Multiple sclerosis,0.1,0,0.1,0.3,0.6,0.7,1.2,0.2,0,0.1,0.3,0.4,0.6,0.8,0.1,0.1,0,0.1,0.3,0.7,0.7,1.2,0.2,0,0.1,0.3,0.5,0.6,0.8,0.1
 Migraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Non-migraine headache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Other neurological conditions,3.3,1.9,1.1,1.6,4.7,8.4,21.4,2.4,2.7,3.4,3.3,9,16.1,35.3,4.2,2.6,1.5,0.7,1.1,3.7,6.7,16.9,1.8,2.3,2.8,2.5,7.5,14.1,30.1,3.5
 Sense organ diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Glaucoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cataracts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Refractive errors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Macular degeneration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Other vision loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Other hearing loss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 other sense organ disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cardiovascular diseases,111.3,8.5,13.1,48.5,240.1,678.6,"3,061",114.8,7.2,17.2,66.3,328.7,877.2,"2,797.6",107.8,115,11.1,15.8,57.5,272.6,738.9,"3,082.5",116,9.6,21.6,80.6,369.4,945.1,"2,850.8",114
 Rheumatic heart disease,3.7,1.7,2.2,3.7,7.7,16.9,57.5,4,1,1.7,3.9,7.8,18,55.8,3.4,5,2.7,3,5,9.9,21.1,67.8,5.2,1.7,2.6,6,11.2,24.1,70.7,4.7
 Hypertensive heart disease,9.1,0.5,0.8,4.9,27.5,77.4,358.5,12.9,0.2,0.7,3.1,17.2,46.5,143.9,5.4,9,0.6,1,6,30.4,81.2,344.4,12.4,0.2,0.9,3.9,18.9,48.3,136.2,5.4
 Ischaemic heart disease,35,1.3,2.9,12.1,69.8,210.6,890.2,32.8,1.4,6.1,23.6,123.1,305.6,941.6,37.2,36.2,1.6,3.6,14.1,79.7,230.9,913.3,33.3,1.9,7.9,28.7,136.5,329.3,950.9,39.2
 Stroke,48.9,2.5,3.9,20.2,108.7,309,"1,451.5",51.6,2.4,5.1,24.8,138.1,396.3,"1,295.6",46.2,50.2,3.1,4.7,23.9,124.4,338.2,"1,467.3",51.7,3.1,6.3,29.9,157.9,429,"1,341",48.7
" Cardiomyopathy, myocarditis, endocarditis",6.5,1.3,1.5,3.7,11.9,26.2,112.4,5.7,1.3,2,6,21.4,49.1,138.4,7.2,6.4,1.5,1.6,3.9,12.7,27.7,107.7,5.6,1.5,2.1,6.6,22.1,48.4,128.8,7.2
 Other circulatory diseases,8.1,1.3,1.8,4,14.6,38.5,191,7.9,1,1.6,4.9,21.1,61.7,222.3,8.3,8.2,1.6,2,4.5,15.6,39.8,182.1,7.8,1.2,1.9,5.6,22.8,66,223.2,8.7
 Respiratory diseases,20.4,3.5,4.1,8,28.4,94.4,324.6,16.4,3.9,7.1,12.8,47.1,156.5,605.6,24.4,25.9,4.6,5.6,10.9,39.2,130,405.3,21.1,5.4,10,18.8,63.2,194.4,681.4,30.7
 Chronic obstructive pulmonary disease,9.3,0.5,0.8,2,11.7,49.8,179.1,7,0.8,1.8,4.4,22.7,86.3,349.4,11.6,11.6,0.7,1.1,3.1,16.6,69.9,226.5,9.1,1.2,2.8,7,30.5,105,385.3,14.1
 Asthma,5.5,1.5,1.5,3.3,9.9,26.4,75.5,4.7,1.9,3.2,4.5,12.9,36.1,124.5,6.3,7,1.9,2,4.4,13.6,35.6,92.2,5.9,2.6,4.3,6.2,17.5,46.5,144.9,8.1
 Other respiratory diseases,5.6,1.5,1.9,2.6,6.8,18.2,70.1,4.7,1.2,2.2,3.9,11.5,34.1,131.7,6.5,7.3,2,2.5,3.4,9.1,24.5,86.6,6.2,1.6,2.9,5.6,15.3,42.9,151.1,8.5
 Digestive diseases,38.7,9.7,9.8,23.5,75,163.5,454.7,30,9.7,18.2,60.8,160.3,289.8,604,47.4,43.2,10.4,9.9,25.1,83.4,180.6,479.6,31.2,12,20.9,72.3,192.5,339.7,707.2,55.1
 Peptic ulcer disease,4.4,0.7,0.9,2.1,8,20,60.3,3.2,0.9,2.4,6,18.6,37.7,92.2,5.6,6.8,0.9,1.2,2.8,10.8,25.8,75.3,4,1.6,4.1,11,33.6,64.1,153.6,9.6
 Cirrhosis of the liver,15.2,2,3.7,11.4,32.3,61.3,109.4,10.1,2.6,6.4,33.5,82.9,130.2,178.6,20.3,15.4,2.2,3.4,11.7,33.8,63.9,112,10.1,2.5,6,36.1,89.3,134.1,180.1,20.7
